"path","IdentityReference","FileSystemRights","AccessControlType","IsInherited","InheritanceFlags"
"C:\program files\Windows Media Player","BUILTIN\Administrators","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Media Player","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Media Player","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Media Player","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Media Player","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit"
"C:\program files\Windows Media Player","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\Windows Media Player","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Media Player","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Media Player","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Media Player","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Multimedia Platform","CREATOR OWNER","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Multimedia Platform","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Multimedia Platform","NT AUTHORITY\SYSTEM","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Multimedia Platform","BUILTIN\Administrators","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Multimedia Platform","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Multimedia Platform","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Multimedia Platform","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Multimedia Platform","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit"
"C:\program files\Windows Multimedia Platform","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\Windows Multimedia Platform","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Multimedia Platform","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Multimedia Platform","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Multimedia Platform","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows NT","CREATOR OWNER","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows NT","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows NT","NT AUTHORITY\SYSTEM","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows NT","BUILTIN\Administrators","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows NT","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows NT","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows NT","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows NT","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit"
"C:\program files\Windows NT","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\Windows NT","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows NT","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows NT","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows NT","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Photo Viewer","CREATOR OWNER","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Photo Viewer","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Photo Viewer","NT AUTHORITY\SYSTEM","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Photo Viewer","BUILTIN\Administrators","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Photo Viewer","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Photo Viewer","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Photo Viewer","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Photo Viewer","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit"
"C:\program files\Windows Photo Viewer","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\Windows Photo Viewer","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Photo Viewer","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Photo Viewer","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Photo Viewer","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Portable Devices","CREATOR OWNER","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Portable Devices","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Portable Devices","NT AUTHORITY\SYSTEM","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Portable Devices","BUILTIN\Administrators","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Portable Devices","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Portable Devices","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Portable Devices","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Portable Devices","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit"
"C:\program files\Windows Portable Devices","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\Windows Portable Devices","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Portable Devices","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Portable Devices","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Portable Devices","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Security","CREATOR OWNER","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Security","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Security","NT AUTHORITY\SYSTEM","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Security","BUILTIN\Administrators","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Security","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\Windows Security","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Security","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Security","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit"
"C:\program files\Windows Security","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\Windows Security","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Security","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Windows Security","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\Windows Security","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\WindowsPowerShell","CREATOR OWNER","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\WindowsPowerShell","NT AUTHORITY\SYSTEM","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\WindowsPowerShell","NT AUTHORITY\SYSTEM","Modify, Synchronize","Allow","False","None"
"C:\program files\WindowsPowerShell","BUILTIN\Administrators","268435456","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\WindowsPowerShell","BUILTIN\Administrators","Modify, Synchronize","Allow","False","None"
"C:\program files\WindowsPowerShell","BUILTIN\Users","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\WindowsPowerShell","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\WindowsPowerShell","NT SERVICE\TrustedInstaller","268435456","Allow","False","ContainerInherit"
"C:\program files\WindowsPowerShell","NT SERVICE\TrustedInstaller","FullControl","Allow","False","None"
"C:\program files\WindowsPowerShell","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\WindowsPowerShell","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\WindowsPowerShell","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","False","None"
"C:\program files\WindowsPowerShell","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","False","ContainerInherit, ObjectInherit"
"C:\program files\Wireshark","NT SERVICE\TrustedInstaller","FullControl","Allow","True","None"
"C:\program files\Wireshark","NT SERVICE\TrustedInstaller","268435456","Allow","True","ContainerInherit"
"C:\program files\Wireshark","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None"
"C:\program files\Wireshark","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Wireshark","BUILTIN\Administrators","FullControl","Allow","True","None"
"C:\program files\Wireshark","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Wireshark","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Wireshark","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Wireshark","CREATOR OWNER","268435456","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Wireshark","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Wireshark","APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
"C:\program files\Wireshark","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","ReadAndExecute, Synchronize","Allow","True","None"
"C:\program files\Wireshark","APPLICATION PACKAGE AUTHORITY\ALL RESTRICTED APPLICATION PACKAGES","-1610612736","Allow","True","ContainerInherit, ObjectInherit"
